BKL380_KIJ380,VHZ380_BWK380a,VHZ380_BWK380b,KIJ380_OZN380,KIJ380_GT380a,KIJ380_GT380b
-129.1,314.5,314.5,-124.6,458.4,458.4
-135.8,273.3,273.3,-99.7,298.9,298.9
-235.3,171.0,171.0,-32.4,270.3,270.3
-260.4,122.6,122.6,0.0,131.2,131.2
-180.9,131.2,131.2,-24.5,91.0,91.0
-167.3,131.5,131.5,-29.1,112.4,112.4
-139.1,168.1,168.1,-52.4,88.0,88.0
-83.5,220.9,220.9,-90.2,160.4,160.4
28.7,308.8,308.8,-154.0,170.1,170.1
-111.1,232.8,232.8,-91.0,266.2,266.2
-183.5,193.9,193.9,-60.9,361.2,361.2
-242.5,166.6,166.6,-35.3,395.8,395.8
-334.1,115.9,115.9,15.6,280.5,280.5
-242.2,124.3,124.3,-11.1,226.5,226.5
-36.2,207.0,207.0,-84.5,-83.4,-83.4
-199.3,83.6,83.6,0.3,25.7,25.7
-80.2,163.9,163.9,-58.4,-85.6,-85.6
65.4,236.7,236.7,-120.8,-207.5,-207.5
42.0,203.7,203.7,-95.9,-332.8,-332.8
5.3,216.5,216.5,-93.2,-272.1,-272.1
77.3,279.4,279.4,-147.6,-56.9,-56.9
-42.3,263.9,263.9,-107.0,-72.0,-72.0
7.6,332.1,332.1,-157.2,131.1,131.1
-5.5,371.8,371.8,-174.2,232.0,232.0
10.6,400.8,400.8,-193.7,308.5,308.5
28.4,394.0,394.0,-194.4,266.4,266.4
-16.7,345.2,345.2,-155.0,93.0,93.0
-39.4,288.3,288.3,-118.2,-84.8,-84.8
202.6,349.6,349.6,-215.0,-1.1,-1.1
154.0,326.4,326.4,-191.7,162.1,162.1
87.1,289.4,289.4,-162.6,44.3,44.3
-116.3,160.6,160.6,-53.3,-8.2,-8.2
-211.0,110.4,110.4,-12.9,97.6,97.6
-335.4,49.7,49.7,47.7,45.6,45.6
-407.6,26.5,26.5,79.9,-17.4,-17.4
-413.4,28.6,28.6,80.6,-15.6,-15.6
-390.8,52.5,52.5,64.1,-26.0,-26.0
-593.7,-97.1,-97.1,174.9,119.2,119.2
-74.7,109.1,109.1,-45.6,20.1,20.1
126.2,136.0,136.0,-112.6,-4.8,-4.8
37.4,64.5,64.5,-64.1,-143.2,-143.2
102.4,72.4,72.4,-83.6,-188.3,-188.3
107.4,57.4,57.4,-78.6,-200.8,-200.8
62.4,48.8,48.8,-60.9,-247.2,-247.2
44.5,55.2,55.2,-54.6,-251.4,-251.4
28.2,56.5,56.5,-51.3,-230.5,-230.5
-73.8,27.1,27.1,-8.7,-271.0,-271.0
118.2,118.5,118.5,-110.5,-7.7,-7.7
123.2,120.4,120.4,-105.6,18.5,18.5
134.2,117.7,117.7,-107.6,23.1,23.1
149.2,119.9,119.9,-113.3,40.5,40.5
9.3,70.4,70.4,-49.0,-76.6,-76.6
147.0,144.3,144.3,-126.6,144.3,144.3
244.9,229.6,229.6,-169.0,-163.7,-163.7
-63.0,86.8,86.8,-35.9,3.5,3.5
-139.0,45.5,45.5,10.5,-142.9,-142.9
-328.2,-91.7,-91.7,111.6,-67.1,-67.1
-289.6,-101.3,-101.3,107.7,-123.4,-123.4
-234.0,-108.6,-108.6,89.9,-21.9,-21.9
-271.2,-137.3,-137.3,111.4,-26.5,-26.5
-478.5,-274.6,-274.6,213.7,78.0,78.0
26.9,-18.6,-18.6,-22.2,-67.6,-67.6
184.4,48.2,48.2,-103.5,0.2,0.2
119.1,12.6,12.6,-69.8,-125.2,-125.2
189.9,39.5,39.5,-103.0,-72.9,-72.9
69.7,-6.6,-6.6,-37.5,-350.8,-350.8
90.8,-5.7,-5.7,-51.9,-190.9,-190.9
157.5,18.3,18.3,-65.2,-285.7,-285.7
180.0,27.0,27.0,-78.1,-223.2,-223.2
160.9,20.7,20.7,-69.6,-237.7,-237.7
216.3,51.5,51.5,-101.5,-140.9,-140.9
154.3,41.2,41.2,-99.9,-4.3,-4.3
77.8,20.9,20.9,-65.0,-86.5,-86.5
109.6,23.0,23.0,-79.8,17.9,17.9
43.0,-10.2,-10.2,-44.2,-64.9,-64.9
91.8,5.2,5.2,-56.9,-63.9,-63.9
255.1,73.4,73.4,-137.6,104.9,104.9
136.5,27.0,27.0,-77.2,-67.7,-67.7
184.8,104.3,104.3,-96.8,-304.1,-304.1
201.6,94.4,94.4,-98.4,-79.3,-79.3
117.6,62.0,62.0,-59.4,-128.7,-128.7
-20.5,-15.4,-15.4,0.8,21.7,21.7
-181.2,-104.6,-104.6,73.8,130.9,130.9
-346.7,-186.1,-186.1,153.9,70.2,70.2
-243.6,-145.6,-145.6,108.3,65.5,65.5
-4.6,-38.3,-38.3,2.2,-8.6,-8.6
231.0,70.8,70.8,-101.8,-110.9,-110.9
103.9,26.3,26.3,-67.9,-73.8,-73.8
217.0,71.8,71.8,-121.9,8.9,8.9
132.0,33.9,33.9,-76.4,-142.5,-142.5
154.1,55.3,55.3,-83.5,-276.4,-276.4
275.2,124.5,124.5,-119.5,-549.6,-549.6
185.4,57.9,57.9,-89.5,-171.3,-171.3
188.8,69.8,69.8,-97.2,-122.1,-122.1
242.8,100.9,100.9,-129.0,-20.7,-20.7
131.7,69.6,69.6,-92.9,-2.5,-2.5
119.3,79.6,79.6,-97.0,98.2,98.2
156.4,84.4,84.4,-110.5,133.9,133.9
112.6,59.7,59.7,-85.6,74.6,74.6
-11.8,-0.9,-0.9,-4.3,-187.5,-187.5
112.2,51.2,51.2,-65.2,-74.3,-74.3
184.2,124.6,124.6,-97.5,-359.4,-359.4
-220.3,-68.2,-68.2,73.6,-28.6,-28.6
-259.3,-74.8,-74.8,92.8,-44.3,-44.3
-236.4,-56.6,-56.6,75.3,50.3,50.3
-358.7,-106.3,-106.3,129.5,34.0,34.0
-424.1,-130.1,-130.1,158.3,6.3,6.3
-456.3,-141.7,-141.7,172.6,-12.6,-12.6
-422.6,-142.6,-142.6,166.5,-105.8,-105.8
-263.1,-113.7,-113.7,104.4,-37.3,-37.3
320.2,183.0,183.0,-170.1,-268.1,-268.1
338.2,194.6,194.6,-176.8,-469.2,-469.2
367.3,201.3,201.3,-192.4,-450.9,-450.9
330.8,191.3,191.3,-187.1,-407.1,-407.1
302.5,180.5,180.5,-173.6,-438.0,-438.0
282.1,177.6,177.6,-166.2,-451.1,-451.1
292.7,180.0,180.0,-177.8,-303.0,-303.0
312.9,192.9,192.9,-194.1,-190.4,-190.4
315.9,201.0,201.0,-201.3,-113.4,-113.4
310.3,207.1,207.1,-201.2,-120.5,-120.5
265.2,209.9,209.9,-185.3,-176.4,-176.4
312.2,240.5,240.5,-213.0,-104.7,-104.7
311.9,242.6,242.6,-214.7,-77.2,-77.2
280.1,232.2,232.2,-202.0,-52.8,-52.8
340.7,254.9,254.9,-230.1,-11.2,-11.2
313.1,239.5,239.5,-214.1,-62.8,-62.8
104.2,118.8,118.8,-103.5,-22.2,-22.2
92.5,101.5,101.5,-93.7,9.5,9.5
74.7,81.5,81.5,-79.2,-13.4,-13.4
-255.7,-103.2,-103.2,89.9,-133.7,-133.7
-210.2,-90.0,-90.0,67.5,-29.3,-29.3
-392.5,-173.6,-173.6,157.2,-194.2,-194.2
-390.3,-173.5,-173.5,155.0,-186.3,-186.3
-278.0,-153.2,-153.2,104.6,-25.7,-25.7
86.6,8.8,8.8,-65.1,58.7,58.7
122.9,17.5,17.5,-78.8,37.2,37.2
141.3,23.4,23.4,-85.9,16.6,16.6
134.4,23.0,23.0,-83.5,7.3,7.3
181.7,82.1,82.1,-97.1,-404.8,-404.8
281.7,129.8,129.8,-149.8,-277.3,-277.3
263.9,128.5,128.5,-144.1,-284.0,-284.0
267.8,139.6,139.6,-151.2,-246.7,-246.7
114.7,96.3,96.3,-87.0,-329.5,-329.5
39.9,66.5,66.5,-57.9,-271.9,-271.9
191.8,161.9,161.9,-144.5,-96.4,-96.4
199.9,165.4,165.4,-149.7,-51.2,-51.2
186.8,155.2,155.2,-141.7,-47.8,-47.8
16.8,86.5,86.5,-60.9,-156.3,-156.3
208.9,165.4,165.4,-156.4,82.1,82.1
222.7,163.0,163.0,-157.8,40.3,40.3
-7.6,71.9,71.9,-38.2,-189.4,-189.4
-208.6,-9.3,-9.3,61.1,-358.7,-358.7
-155.9,5.7,5.7,35.0,-101.3,-101.3
-291.1,-64.0,-64.0,99.1,-73.2,-73.2
-293.9,-67.0,-67.0,101.4,-71.1,-71.1
-257.7,-44.3,-44.3,85.1,-67.7,-67.7
-404.9,-109.7,-109.7,155.8,-155.9,-155.9
-337.2,-86.9,-86.9,125.9,-132.7,-132.7
-192.5,-31.8,-31.8,65.4,-180.3,-180.3
85.0,59.1,59.1,-51.9,-55.5,-55.5
120.2,73.3,73.3,-64.7,-115.3,-115.3
188.2,103.1,103.1,-92.7,-163.6,-163.6
314.5,168.5,168.5,-149.1,-230.0,-230.0
299.4,140.1,140.1,-124.7,-349.2,-349.2
396.8,169.6,169.6,-167.4,-264.8,-264.8
360.9,146.2,146.2,-145.2,-326.5,-326.5
242.6,90.4,90.4,-82.8,-488.0,-488.0
167.1,63.0,63.0,-62.8,-450.4,-450.4
205.9,85.3,85.3,-95.7,-311.9,-311.9
119.9,48.8,48.8,-52.9,-401.5,-401.5
137.0,57.0,57.0,-62.3,-370.0,-370.0
92.6,38.9,38.9,-40.8,-405.8,-405.8
121.5,17.1,17.1,-41.3,-235.4,-235.4
200.7,56.5,56.5,-87.0,-56.0,-56.0
51.1,10.1,10.1,-24.2,-144.2,-144.2
38.1,2.0,2.0,-22.4,-38.4,-38.4
107.5,33.1,33.1,-58.9,68.0,68.0
202.5,99.0,99.0,-101.8,-81.1,-81.1
240.2,114.8,114.8,-110.8,-251.1,-251.1
146.1,71.3,71.3,-68.7,-232.0,-232.0
-196.0,-113.6,-113.6,87.5,-53.7,-53.7
-78.0,-35.0,-35.0,42.3,-389.7,-389.7
-5.8,10.0,10.0,11.3,-342.1,-342.1
-178.2,-111.1,-111.1,94.4,-167.6,-167.6
43.5,-11.3,-11.3,-10.1,-90.3,-90.3
55.1,-14.7,-14.7,-15.4,-35.8,-35.8
228.7,89.2,89.2,-91.1,-266.1,-266.1
217.0,85.7,85.7,-86.2,-270.3,-270.3
123.0,46.4,46.4,-39.8,-367.8,-367.8
67.5,30.8,30.8,-29.3,-298.8,-298.8
105.6,48.0,48.0,-49.0,-253.2,-253.2
92.7,42.8,42.8,-44.0,-293.3,-293.3
135.0,65.2,65.2,-66.7,-255.7,-255.7
114.2,45.5,45.5,-45.5,-347.2,-347.2
152.7,59.6,59.6,-63.5,-311.9,-311.9
192.1,75.0,75.0,-82.5,-271.3,-271.3
278.6,107.1,107.1,-121.5,-242.8,-242.8
209.1,88.7,88.7,-109.1,-144.0,-144.0
-339.6,-166.4,-166.4,135.0,-200.5,-200.5
-292.4,-145.1,-145.1,114.8,-108.3,-108.3
-336.4,-160.2,-160.2,140.5,-192.3,-192.3
-363.8,-174.3,-174.3,154.2,-183.8,-183.8
-435.6,-204.5,-204.5,190.5,-267.1,-267.1
-399.5,-184.2,-184.2,170.5,-230.8,-230.8
-476.4,-217.0,-217.0,208.1,-313.8,-313.8
-314.5,-203.4,-203.4,149.7,24.4,24.4
190.7,44.9,44.9,-89.1,64.5,64.5
244.8,67.1,67.1,-112.0,18.1,18.1
214.6,53.4,53.4,-95.4,-51.8,-51.8
296.2,91.6,91.6,-142.5,67.1,67.1
307.1,97.9,97.9,-149.3,97.7,97.7
306.1,98.6,98.6,-154.3,129.8,129.8
288.2,88.8,88.8,-144.3,107.5,107.5
265.2,76.2,76.2,-131.4,75.3,75.3
240.4,69.0,69.0,-121.3,75.7,75.7
216.0,62.4,62.4,-106.6,39.9,39.9
216.4,72.8,72.8,-114.1,131.6,131.6
73.6,10.6,10.6,-41.9,-25.9,-25.9
98.9,16.7,16.7,-52.7,0.9,0.9
186.7,50.8,50.8,-90.0,63.2,63.2
116.7,23.4,23.4,-57.4,27.7,27.7
43.3,-2.4,-2.4,-21.1,-67.6,-67.6
-11.6,-38.1,-38.1,23.0,-95.4,-95.4
-121.4,-83.5,-83.5,74.2,-131.1,-131.1
-63.1,-48.2,-48.2,49.1,-205.2,-205.2
-111.0,-74.0,-74.0,73.1,-215.9,-215.9
-81.0,-60.3,-60.3,60.3,-234.7,-234.7
-134.0,-103.2,-103.2,83.4,-98.4,-98.4
-271.4,-195.9,-195.9,148.0,36.3,36.3
108.2,-4.7,-4.7,-31.1,-47.5,-47.5
328.3,119.3,119.3,-135.6,-278.2,-278.2
305.2,107.8,107.8,-131.5,-297.9,-297.9
327.8,117.5,117.5,-143.2,-258.4,-258.4
328.0,122.1,122.1,-141.7,-318.8,-318.8
339.4,122.8,122.8,-150.0,-220.5,-220.5
467.2,169.2,169.2,-184.4,-274.3,-274.3
462.7,173.6,173.6,-186.0,-243.6,-243.6
343.5,133.3,133.3,-132.1,-342.0,-342.0
375.7,160.0,160.0,-156.1,-236.3,-236.3
354.3,170.7,170.7,-156.3,-189.9,-189.9
356.3,195.5,195.5,-171.2,-78.9,-78.9
374.7,189.4,189.4,-173.3,-90.0,-90.0
355.2,163.7,163.7,-153.9,-173.6,-173.6
355.6,159.7,159.7,-156.2,-167.6,-167.6
411.7,200.2,200.2,-188.9,-203.1,-203.1
237.7,138.2,138.2,-105.5,-410.5,-410.5
-223.6,-78.1,-78.1,82.0,-80.8,-80.8
-258.2,-73.5,-73.5,95.2,-147.5,-147.5
-298.3,-100.2,-100.2,124.5,-175.5,-175.5
-314.5,-116.4,-116.4,135.2,-182.4,-182.4
-219.1,-80.7,-80.7,89.7,-78.2,-78.2
-248.4,-90.5,-90.5,103.2,-112.3,-112.3
-470.9,-225.3,-225.3,206.4,60.1,60.1
-304.7,-155.4,-155.4,134.5,-2.7,-2.7
220.1,79.5,79.5,-108.5,96.6,96.6
219.7,63.9,63.9,-103.3,23.6,23.6
196.5,60.3,60.3,-82.2,-230.8,-230.8
282.8,108.4,108.4,-116.0,-393.4,-393.4
166.5,35.7,35.7,-64.8,-226.9,-226.9
112.5,7.9,7.9,-38.6,-178.5,-178.5
161.0,43.1,43.1,-70.9,-72.3,-72.3
222.0,81.8,81.8,-108.6,49.8,49.8
173.6,65.3,65.3,-86.7,10.9,10.9
95.1,36.0,36.0,-49.8,-60.7,-60.7
145.4,85.2,85.2,-88.6,88.7,88.7
150.1,129.2,129.2,-106.7,108.5,108.5
223.3,214.1,214.1,-154.1,25.2,25.2
205.7,213.2,213.2,-147.5,1.8,1.8
160.9,146.2,146.2,-117.4,130.7,130.7
108.1,131.6,131.6,-77.0,-239.1,-239.1
45.2,104.8,104.8,-45.1,-180.2,-180.2
13.4,66.6,66.6,-26.5,-61.7,-61.7
-79.7,5.6,5.6,23.4,-66.6,-66.6
-183.9,-70.6,-70.6,76.9,19.8,19.8
-167.1,-76.0,-76.0,74.9,8.0,8.0
-131.5,-52.8,-52.8,68.1,-223.6,-223.6
-166.3,-99.3,-99.3,90.1,-157.4,-157.4
-174.8,-147.1,-147.1,93.8,107.8,107.8
196.9,38.6,38.6,-76.7,1.9,1.9
261.4,61.3,61.3,-104.6,2.3,2.3
275.4,64.3,64.3,-109.6,-6.3,-6.3
215.6,38.7,38.7,-79.6,-74.0,-74.0
107.9,-6.1,-6.1,-26.4,-187.1,-187.1
99.7,-2.3,-2.3,-23.3,-229.1,-229.1
226.7,51.4,51.4,-89.3,-33.8,-33.8
273.3,69.3,69.3,-112.5,35.8,35.8
198.4,33.9,33.9,-73.0,-63.1,-63.1
167.9,23.8,23.8,-59.4,-86.0,-86.0
92.6,-3.3,-3.3,-25.8,-108.5,-108.5
170.4,33.7,33.7,-68.1,31.9,31.9
180.2,42.4,42.4,-75.5,68.1,68.1
180.8,48.7,48.7,-77.0,62.9,62.9
280.2,89.3,89.3,-125.9,177.2,177.2
39.9,-6.8,-6.8,-6.1,-115.2,-115.2
129.9,60.7,60.7,-42.1,-306.8,-306.8
-66.1,-58.6,-58.6,45.8,-54.8,-54.8
-123.8,-88.4,-88.4,76.6,-105.8,-105.8
-123.5,-87.4,-87.4,78.7,-145.7,-145.7
-169.3,-112.3,-112.3,101.0,-146.7,-146.7
-163.9,-111.5,-111.5,99.7,-163.0,-163.0
-310.4,-211.4,-211.4,167.3,17.1,17.1
-159.1,-154.6,-154.6,99.8,43.7,43.7
281.7,61.5,61.5,-102.5,-45.4,-45.4
332.7,77.6,77.6,-122.9,-72.3,-72.3
263.5,51.4,51.4,-99.7,-86.1,-86.1
239.3,40.4,40.4,-87.0,-122.0,-122.0
153.5,4.0,4.0,-44.3,-212.1,-212.1
171.3,-0.5,-0.5,-52.4,-22.2,-22.2
53.8,-27.8,-27.8,-20.8,-137.7,-137.7
-6.8,-46.7,-46.7,10.6,-269.1,-269.1
72.4,-13.7,-13.7,-30.6,-141.7,-141.7
279.4,57.3,57.3,-98.1,-106.2,-106.2
296.6,69.8,69.8,-110.6,-33.5,-33.5
223.6,39.7,39.7,-75.6,-84.1,-84.1
87.4,-19.2,-19.2,-7.3,-229.2,-229.2
91.8,-15.6,-15.6,-11.2,-193.3,-193.3
204.6,30.9,30.9,-66.0,-95.5,-95.5
282.9,96.7,96.7,-96.2,-398.8,-398.8
224.3,79.1,79.1,-77.5,-263.8,-263.8
195.4,66.4,66.4,-70.5,-124.1,-124.1
-58.5,-68.7,-68.7,45.1,9.4,9.4
-65.8,-70.9,-70.9,47.8,15.5,15.5
-114.0,-99.6,-99.6,70.1,50.7,50.7
-194.3,-145.1,-145.1,107.9,81.2,81.2
-273.4,-182.9,-182.9,147.1,24.8,24.8
-254.9,-180.0,-180.0,141.5,-9.4,-9.4
16.0,-34.0,-34.0,21.6,-241.1,-241.1
-75.3,-88.8,-88.8,63.4,-250.8,-250.8
-30.7,-65.7,-65.7,37.3,-230.1,-230.1
136.6,37.5,37.5,-37.7,-429.6,-429.6
81.2,17.0,17.0,-12.2,-461.5,-461.5
70.1,16.4,16.4,-10.1,-424.2,-424.2
74.5,16.9,16.9,-2.3,-464.7,-464.7
99.3,30.4,30.4,-16.8,-408.4,-408.4
-54.2,-70.1,-70.1,47.8,-107.5,-107.5
-76.5,-73.0,-73.0,61.4,-229.9,-229.9
39.3,7.8,7.8,12.6,-501.2,-501.2
20.7,-2.1,-2.1,23.1,-531.3,-531.3
71.4,18.6,18.6,-1.6,-482.0,-482.0
25.4,-4.0,-4.0,23.2,-550.8,-550.8
97.6,23.0,23.0,-9.8,-517.0,-517.0
94.8,0.6,0.6,-20.4,-124.7,-124.7
69.2,3.1,3.1,-35.1,-342.7,-342.7
-152.8,-115.0,-115.0,62.4,-147.2,-147.2
-122.8,-99.1,-99.1,44.6,-69.5,-69.5
-49.7,-74.2,-74.2,22.7,-105.5,-105.5
-202.8,-157.3,-157.3,98.4,-79.1,-79.1
-185.0,-144.9,-144.9,87.0,-45.9,-45.9
-274.4,-179.2,-179.2,129.5,-129.7,-129.7
-289.2,-192.3,-192.3,141.0,-181.7,-181.7
-260.0,-187.6,-187.6,131.4,-200.6,-200.6
41.6,-26.9,-26.9,-5.3,-369.7,-369.7
125.5,20.4,20.4,-42.4,-448.2,-448.2
328.1,122.5,122.5,-130.9,-601.3,-601.3
359.6,135.3,135.3,-147.7,-563.0,-563.0
280.9,103.9,103.9,-110.1,-626.2,-626.2
176.7,62.7,62.7,-60.7,-700.6,-700.6
127.1,36.3,36.3,-41.7,-596.9,-596.9
-1.5,-38.3,-38.3,14.4,-444.0,-444.0
-25.5,-43.0,-43.0,3.8,-255.5,-255.5
-94.2,-69.9,-69.9,35.5,-336.9,-336.9
-83.8,-64.7,-64.7,29.4,-324.8,-324.8
-122.8,-80.0,-80.0,48.0,-375.6,-375.6
-15.8,-38.4,-38.4,4.0,-288.2,-288.2
-14.7,-51.7,-51.7,0.0,-141.1,-141.1
43.1,-0.3,-0.3,-29.9,-222.8,-222.8
-82.0,-31.3,-31.3,15.9,-325.4,-325.4
-277.3,-151.8,-151.8,123.3,-156.9,-156.9
-273.4,-130.0,-130.0,114.5,-94.6,-94.6
-297.9,-119.1,-119.1,114.6,-35.2,-35.2
-282.8,-86.6,-86.6,100.6,-60.9,-60.9
-384.1,-92.0,-92.0,123.1,46.7,46.7
-380.1,-40.6,-40.6,100.9,109.6,109.6
-275.6,41.8,41.8,53.4,-240.3,-240.3
-226.6,70.8,70.8,28.7,-283.9,-283.9
27.5,207.9,207.9,-71.7,-608.4,-608.4
-25.6,139.5,139.5,-42.3,-411.6,-411.6
98.4,185.8,185.8,-77.8,-732.6,-732.6
278.5,242.2,242.2,-157.5,-576.8,-576.8
244.1,194.8,194.8,-127.7,-688.2,-688.2
164.0,130.9,130.9,-86.6,-580.2,-580.2
-2.5,44.4,44.4,-13.2,-463.8,-463.8
-166.9,-43.8,-43.8,52.3,-323.7,-323.7
-242.1,-65.9,-65.9,81.1,-306.4,-306.4
-71.5,64.6,64.6,-6.9,-447.2,-447.2
-152.5,22.1,22.1,22.3,-263.2,-263.2
-173.0,-9.8,-9.8,37.5,-33.2,-33.2
56.4,124.2,124.2,-78.0,-15.6,-15.6
125.2,189.3,189.3,-123.3,5.3,5.3
-18.7,142.3,142.3,-57.6,-125.3,-125.3
-240.5,52.3,52.3,35.1,-127.6,-127.6
-263.1,32.2,32.2,49.8,-115.6,-115.6
-225.1,-3.8,-3.8,52.7,-106.1,-106.1
-271.5,-55.0,-55.0,84.2,-87.6,-87.6
-374.2,-134.2,-134.2,135.5,72.2,72.2
-350.7,-148.9,-148.9,137.5,5.7,5.7
-456.9,-216.4,-216.4,204.5,-246.5,-246.5
-342.9,-178.2,-178.2,156.4,-257.8,-257.8
-251.3,-123.2,-123.2,91.0,-182.1,-182.1
-268.3,-123.4,-123.4,88.6,-255.1,-255.1
-77.1,-3.2,-3.2,7.5,-598.2,-598.2
19.0,48.5,48.5,-31.8,-735.7,-735.7
10.7,54.6,54.6,-33.0,-709.9,-709.9
-16.1,23.1,23.1,6.5,-794.2,-794.2
66.6,88.1,88.1,-40.6,-797.6,-797.6
-155.4,-5.0,-5.0,37.2,-426.4,-426.4
-140.1,70.5,70.5,-5.8,-224.9,-224.9
-315.8,6.0,6.0,71.4,-169.8,-169.8
-434.6,-32.6,-32.6,121.2,-183.0,-183.0
-497.6,-104.5,-104.5,162.6,-117.3,-117.3
-453.6,-107.9,-107.9,151.9,-118.0,-118.0
-342.2,-67.6,-67.6,99.9,-10.7,-10.7
-131.3,12.8,12.8,15.2,-109.0,-109.0
-179.0,-30.9,-30.9,35.3,86.6,86.6
5.4,135.0,135.0,-72.4,-25.7,-25.7
-13.8,144.7,144.7,-74.7,84.7,84.7
-73.0,139.3,139.3,-56.8,114.0,114.0
-73.1,171.8,171.8,-74.8,236.0,236.0
-200.6,145.8,145.8,-26.6,189.5,189.5
-250.8,135.8,135.8,-7.2,159.2,159.2
-347.2,44.6,44.6,39.3,410.7,410.7
-381.3,-5.9,-5.9,78.6,166.2,166.2
-258.1,12.0,12.0,42.4,32.9,32.9
-324.7,-12.6,-12.6,76.6,-235.9,-235.9
-144.0,104.0,104.0,-19.3,-216.0,-216.0
-86.1,139.6,139.6,-47.4,-248.1,-248.1
-106.6,106.1,106.1,-29.1,-247.3,-247.3
-92.6,141.7,141.7,-43.1,-187.6,-187.6
-168.3,155.2,155.2,-28.8,-142.4,-142.4
65.5,327.7,327.7,-156.5,-179.2,-179.2
-227.5,202.5,202.5,-39.6,49.0,49.0
-245.8,215.5,215.5,-43.8,163.9,163.9
-276.2,213.3,213.3,-38.3,289.0,289.0
-337.4,174.0,174.0,-14.5,451.8,451.8
-381.1,142.2,142.2,8.0,464.6,464.6
-301.3,179.2,179.2,-19.1,267.7,267.7
-70.7,306.0,306.0,-109.6,-160.3,-160.3
-125.9,240.3,240.3,-82.6,92.5,92.5
-194.6,178.9,178.9,-45.5,162.9,162.9
-199.7,170.7,170.7,-41.8,205.6,205.6
-243.4,150.2,150.2,-19.9,183.9,183.9
-256.7,147.5,147.5,-15.2,188.1,188.1
-260.6,176.6,176.6,-30.2,295.2,295.2
-328.6,148.2,148.2,-5.9,395.2,395.2
-309.2,191.3,191.3,-23.9,319.8,319.8
-310.8,195.2,195.2,-23.1,254.4,254.4
-235.7,208.7,208.7,-46.9,156.6,156.6
-131.1,273.9,273.9,-84.6,-159.7,-159.7
20.3,330.0,330.0,-149.3,-150.0,-150.0
59.6,321.9,321.9,-154.7,-213.5,-213.5
82.6,295.0,295.0,-146.3,-310.8,-310.8
81.6,256.1,256.1,-129.9,-406.7,-406.7
21.0,178.2,178.2,-86.3,-479.7,-479.7
-166.4,27.5,27.5,13.2,-476.5,-476.5
-313.9,-100.9,-100.9,91.4,-320.4,-320.4
-372.3,-151.7,-151.7,125.1,-282.5,-282.5
-458.4,-187.4,-187.4,166.0,-326.7,-326.7
-415.3,-164.2,-164.2,150.3,-413.2,-413.2
-289.2,-134.3,-134.3,104.5,-366.2,-366.2
-255.2,-137.3,-137.3,97.3,-387.7,-387.7
-101.2,-64.3,-64.3,31.1,-465.5,-465.5
-152.9,-112.1,-112.1,52.9,-250.7,-250.7
-68.5,-81.6,-81.6,37.0,-414.8,-414.8
-91.3,-126.3,-126.3,71.4,-299.0,-299.0
-179.9,-158.0,-158.0,111.1,-341.1,-341.1
-199.6,-169.3,-169.3,117.7,-233.9,-233.9
-223.2,-168.4,-168.4,121.6,-161.9,-161.9
-250.6,-174.1,-174.1,132.8,-195.5,-195.5
-269.6,-162.5,-162.5,133.5,-212.4,-212.4
-240.8,-128.1,-128.1,89.8,-64.5,-64.5
-391.9,-172.5,-172.5,148.2,-218.2,-218.2
-351.2,-130.5,-130.5,124.0,-426.6,-426.6
-198.2,-51.8,-51.8,57.6,-545.0,-545.0
-99.3,10.0,10.0,18.9,-777.0,-777.0
-64.3,28.0,28.0,5.2,-831.4,-831.4
-94.4,-1.4,-1.4,24.1,-638.5,-638.5
-63.1,62.6,62.6,1.2,-818.1,-818.1
-108.1,70.7,70.7,8.8,-775.1,-775.1
-217.0,75.6,75.6,35.4,-725.3,-725.3
-203.1,97.6,97.6,25.7,-465.0,-465.0
-134.8,173.0,173.0,-25.1,-378.8,-378.8
-126.1,142.0,142.0,-6.4,-553.5,-553.5
54.7,156.9,156.9,-67.5,-459.8,-459.8
77.2,118.8,118.8,-68.2,-473.9,-473.9
104.8,117.1,117.1,-67.5,-625.8,-625.8
261.1,172.2,172.2,-146.0,-406.5,-406.5
256.1,171.5,171.5,-141.4,-433.8,-433.8
287.8,188.9,188.9,-161.0,-333.6,-333.6
206.5,166.2,166.2,-128.0,-346.8,-346.8
67.6,76.2,76.2,-62.9,-118.5,-118.5
-58.1,-13.1,-13.1,-0.3,0.7,0.7
-136.6,-77.5,-77.5,40.3,106.7,106.7
-108.3,-71.6,-71.6,29.4,120.9,120.9
-155.9,-97.7,-97.7,56.8,33.3,33.3
150.6,67.3,67.3,-89.6,-144.2,-144.2
390.5,194.8,194.8,-187.8,-434.9,-434.9
351.2,173.9,173.9,-165.3,-552.1,-552.1
389.9,190.3,190.3,-184.5,-512.5,-512.5
418.8,200.0,200.0,-197.6,-486.1,-486.1
346.1,183.0,183.0,-170.6,-505.1,-505.1
205.5,134.1,134.1,-106.3,-624.1,-624.1
262.8,166.4,166.4,-139.5,-525.5,-525.5
158.6,132.1,132.1,-92.6,-614.5,-614.5
76.1,130.8,130.8,-72.9,-547.8,-547.8
52.0,174.4,174.4,-89.3,-422.8,-422.8
52.7,159.9,159.9,-81.7,-469.0,-469.0
81.7,134.9,134.9,-79.3,-488.4,-488.4
-63.0,25.6,25.6,-0.3,-445.4,-445.4
135.4,117.6,117.6,-80.5,-646.8,-646.8
340.7,200.1,200.1,-174.0,-467.6,-467.6
515.9,297.8,297.8,-261.0,-371.0,-371.0
