BKL380_KIJ380,VHZ380_BWK380a,VHZ380_BWK380b,KIJ380_OZN380,KIJ380_GT380a,KIJ380_GT380b
-170.0,-139.0,-139.0,57.9,175.8,175.8
75.7,22.2,22.2,-56.2,-253.1,-253.1
159.3,56.4,56.4,-96.5,-189.1,-189.1
-12.0,-15.2,-15.2,-10.7,-403.7,-403.7
63.2,28.4,28.4,-55.7,-245.0,-245.0
169.1,68.2,68.2,-80.3,-324.1,-324.1
157.4,66.4,66.4,-77.3,-290.0,-290.0
132.8,52.7,52.7,-64.7,-282.9,-282.9
162.8,69.5,69.5,-82.5,-214.8,-214.8
45.6,26.8,26.8,-27.8,-323.9,-323.9
-103.2,-30.9,-30.9,42.5,-438.9,-438.9
-145.7,-63.3,-63.3,54.7,-502.1,-502.1
-143.4,-68.1,-68.1,55.0,-467.5,-467.5
-71.6,-37.7,-37.7,16.8,-307.8,-307.8
19.3,10.4,10.4,-30.4,-191.8,-191.8
108.8,27.1,27.1,-51.9,-118.1,-118.1
115.8,18.5,18.5,-66.5,-102.9,-102.9
-177.0,-108.4,-108.4,72.3,-241.0,-241.0
-172.3,-96.2,-96.2,70.1,-297.5,-297.5
-267.6,-150.2,-150.2,111.9,-191.6,-191.6
-369.2,-212.5,-212.5,157.0,-66.0,-66.0
-277.5,-185.7,-185.7,111.0,109.8,109.8
-265.6,-200.1,-200.1,112.7,58.6,58.6
-179.9,-173.2,-173.2,75.0,-4.2,-4.2
-244.6,-191.1,-191.1,90.6,-119.3,-119.3
216.5,79.6,79.6,-123.0,-457.5,-457.5
183.4,84.6,84.6,-117.0,-427.4,-427.4
164.1,104.6,104.6,-121.3,-399.9,-399.9
234.4,171.2,171.2,-158.6,-256.2,-256.2
171.8,185.7,185.7,-149.1,-208.3,-208.3
124.2,195.4,195.4,-142.0,-148.2,-148.2
44.8,199.7,199.7,-123.3,-98.8,-98.8
-55.8,226.7,226.7,-107.4,23.8,23.8
-304.4,134.7,134.7,-14.1,241.5,241.5
-99.0,295.4,295.4,-119.3,28.1,28.1
-12.6,312.0,312.0,-131.3,-377.3,-377.3
67.4,307.9,307.9,-151.9,-372.9,-372.9
-20.2,221.8,221.8,-87.0,-506.9,-506.9
91.9,246.8,246.8,-130.9,-402.1,-402.1
45.3,204.6,204.6,-97.9,-460.4,-460.4
-295.0,-46.8,-46.8,68.9,377.1,377.1
-171.2,36.4,36.4,32.9,-156.9,-156.9
-337.6,-67.8,-67.8,115.0,-77.0,-77.0
-368.6,-84.7,-84.7,133.7,-142.2,-142.2
-337.2,-67.8,-67.8,122.3,-213.0,-213.0
-491.7,-183.5,-183.5,193.1,68.3,68.3
-602.2,-268.6,-268.6,252.6,79.6,79.6
-402.5,-201.8,-201.8,156.7,287.9,287.9
-253.5,-125.7,-125.7,89.3,123.4,123.4
-50.9,15.1,15.1,0.4,-344.5,-344.5
8.8,32.7,32.7,-25.2,-302.8,-302.8
61.0,48.4,48.4,-52.4,-242.6,-242.6
-29.5,15.0,15.0,-10.3,-317.1,-317.1
-51.5,27.7,27.7,-10.8,-283.5,-283.5
-39.9,59.6,59.6,-31.6,-170.6,-170.6
59.2,117.8,117.8,-75.6,-79.9,-79.9
-86.5,58.9,58.9,-4.4,-233.6,-233.6
-124.6,45.3,45.3,14.3,-302.1,-302.1
-167.1,50.8,50.8,22.4,-259.9,-259.9
-114.3,87.7,87.7,-9.7,-223.3,-223.3
-164.6,71.0,71.0,11.6,-218.1,-218.1
-78.1,109.6,109.6,-29.8,-134.7,-134.7
-13.7,127.4,127.4,-54.1,-94.3,-94.3
17.9,109.6,109.6,-55.6,-87.0,-87.0
40.0,89.9,89.9,-36.8,-296.1,-296.1
-269.4,-68.3,-68.3,106.4,-205.8,-205.8
-365.6,-117.1,-117.1,150.2,-161.8,-161.8
-374.5,-115.6,-115.6,150.2,-110.5,-110.5
-376.1,-102.9,-102.9,146.0,-109.5,-109.5
-318.6,-82.0,-82.0,118.7,-64.2,-64.2
-408.1,-196.5,-196.5,160.9,362.7,362.7
-364.3,-204.3,-204.3,157.2,178.5,178.5
-70.1,-26.2,-26.2,16.9,-291.7,-291.7
-117.9,-45.9,-45.9,43.7,-423.3,-423.3
-82.9,-21.2,-21.2,20.5,-339.8,-339.8
-90.9,-26.2,-26.2,24.7,-330.0,-330.0
55.6,16.7,16.7,-18.0,-363.1,-363.1
47.9,19.1,19.1,-16.8,-367.0,-367.0
136.8,26.2,26.2,-20.6,-255.8,-255.8
127.8,30.0,30.0,-20.8,-222.9,-222.9
-44.9,3.1,3.1,9.8,-293.2,-293.2
-162.8,-48.7,-48.7,69.9,-440.4,-440.4
-167.0,-30.7,-30.7,60.4,-352.8,-352.8
-123.1,-19.8,-19.8,40.7,-393.8,-393.8
-229.0,-70.6,-70.6,95.6,-494.7,-494.7
-119.6,-30.3,-30.3,41.7,-302.4,-302.4
51.2,62.2,62.2,-43.0,-207.8,-207.8
112.8,81.5,81.5,-69.5,-30.2,-30.2
-110.4,8.9,8.9,36.7,-297.9,-297.9
-170.2,-31.6,-31.6,64.4,-188.7,-188.7
-263.5,-85.8,-85.8,112.0,-197.1,-197.1
-297.5,-118.3,-118.3,133.2,-206.6,-206.6
-284.8,-114.7,-114.7,127.8,-197.1,-197.1
-352.4,-162.7,-162.7,161.4,-132.2,-132.2
-427.9,-266.4,-266.4,189.6,352.4,352.4
-409.7,-268.7,-268.7,181.2,233.7,233.7
-311.0,-198.7,-198.7,134.1,-149.2,-149.2
33.3,-10.4,-10.4,-24.7,-333.4,-333.4
-63.1,-48.1,-48.1,21.7,-430.6,-430.6
-65.8,-32.3,-32.3,25.9,-602.3,-602.3
80.2,0.7,0.7,-14.3,-477.5,-477.5
74.8,10.7,10.7,-18.4,-439.1,-439.1
44.9,5.5,5.5,-8.7,-407.8,-407.8
9.5,-10.5,-10.5,8.8,-428.4,-428.4
-20.3,-17.2,-17.2,5.3,-336.5,-336.5
-148.5,-67.2,-67.2,67.2,-476.7,-476.7
-115.4,-5.9,-5.9,47.2,-692.0,-692.0
-39.5,67.5,67.5,-7.0,-611.9,-611.9
-29.1,120.1,120.1,-24.1,-514.2,-514.2
-194.0,62.8,62.8,27.6,-171.0,-171.0
-314.3,26.4,26.4,57.1,209.0,209.0
-367.7,25.7,25.7,54.7,385.3,385.3
-433.1,79.2,79.2,47.7,537.0,537.0
-396.7,112.5,112.5,21.1,650.1,650.1
-294.4,205.8,205.8,-27.1,384.4,384.4
-274.5,228.8,228.8,-51.2,589.7,589.7
-210.4,283.1,283.1,-98.0,775.5,775.5
-227.1,266.1,266.1,-96.9,978.0,978.0
-220.1,267.9,267.9,-99.3,967.2,967.2
-369.6,168.1,168.1,-18.2,864.3,864.3
-370.5,79.8,79.8,23.8,609.5,609.5
-399.7,9.9,9.9,71.3,482.4,482.4
-342.4,13.9,13.9,54.7,445.7,445.7
-250.4,47.1,47.1,21.9,338.8,338.8
-232.4,29.4,29.4,20.4,406.3,406.3
-156.2,73.0,73.0,-14.0,357.9,357.9
-198.2,3.4,3.4,18.3,474.4,474.4
-130.0,2.2,2.2,-0.7,491.3,491.3
-154.9,-25.3,-25.3,23.1,369.0,369.0
-252.6,-74.6,-74.6,75.2,235.0,235.0
-248.6,-107.6,-107.6,66.5,593.9,593.9
-105.9,-22.5,-22.5,12.5,168.3,168.3
136.0,134.7,134.7,-90.0,-335.0,-335.0
75.8,102.6,102.6,-67.8,-175.4,-175.4
-27.6,42.5,42.5,-28.1,113.8,113.8
-1.2,60.5,60.5,-41.9,167.1,167.1
95.7,127.0,127.0,-90.4,77.1,77.1
129.1,115.6,115.6,-96.8,130.0,130.0
92.1,79.4,79.4,-68.1,49.5,49.5
116.2,83.1,83.1,-77.4,79.9,79.9
152.9,80.9,80.9,-102.1,372.9,372.9
78.7,29.7,29.7,-69.7,519.6,519.6
-57.9,-31.4,-31.4,0.6,342.0,342.0
5.2,4.9,4.9,-35.7,430.6,430.6
-99.1,-29.0,-29.0,12.2,304.2,304.2
-47.1,-5.0,-5.0,-13.0,308.7,308.7
220.3,162.8,162.8,-125.8,-183.2,-183.2
306.5,209.2,209.2,-160.4,-331.9,-331.9
315.1,213.2,213.2,-164.6,-331.4,-331.4
308.9,224.4,224.4,-169.5,-273.5,-273.5
197.5,196.4,196.4,-125.3,-303.1,-303.1
195.5,223.6,223.6,-140.4,-187.7,-187.7
12.9,130.6,130.6,-72.5,151.1,151.1
5.7,119.5,119.5,-66.6,281.9,281.9
-179.6,37.1,37.1,11.7,253.8,253.8
-319.0,-46.8,-46.8,80.5,274.1,274.1
-299.5,-44.6,-44.6,69.8,243.4,243.4
-224.5,27.0,27.0,27.3,259.9,259.9
-329.8,12.6,12.6,56.5,384.9,384.9
-296.7,80.5,80.5,14.4,420.4,420.4
-172.8,187.6,187.6,-75.2,599.4,599.4
-197.3,228.2,228.2,-88.6,730.5,730.5
79.0,410.9,410.9,-232.8,718.8,718.8
71.0,419.7,419.7,-235.8,761.4,761.4
21.4,410.3,410.3,-227.8,955.6,955.6
52.3,427.2,427.2,-244.3,993.2,993.2
-90.8,330.8,330.8,-173.0,1042.1,1042.1
106.7,431.8,431.8,-252.3,721.1,721.1
202.8,458.3,458.3,-283.0,555.8,555.8
293.6,500.6,500.6,-329.0,625.4,625.4
283.5,499.3,499.3,-324.8,599.3,599.3
349.1,524.1,524.1,-354.7,624.1,624.1
393.1,541.3,541.3,-375.3,648.0,648.0
381.2,532.1,532.1,-365.7,575.3,575.3
313.7,504.4,504.4,-332.9,517.3,517.3
261.1,481.5,481.5,-306.2,453.5,453.5
209.1,450.5,450.5,-275.6,369.5,369.5
-114.4,264.2,264.2,-117.9,455.0,455.0
-188.6,214.2,214.2,-81.6,501.1,501.1
-195.0,205.3,205.3,-66.7,376.3,376.3
-127.9,210.3,210.3,-84.8,393.0,393.0
-177.3,179.0,179.0,-55.3,328.2,328.2
-233.8,163.0,163.0,-35.9,359.6,359.6
-53.0,285.2,285.2,-138.1,388.9,388.9
-330.5,124.1,124.1,-6.6,759.7,759.7
-146.1,269.0,269.0,-109.9,750.0,750.0
-160.6,262.2,262.2,-109.6,884.0,884.0
-114.0,275.6,275.6,-134.6,1018.5,1018.5
-63.9,306.9,306.9,-158.0,972.2,972.2
-119.1,278.1,278.1,-125.3,833.6,833.6
-149.5,221.1,221.1,-106.3,975.7,975.7
-201.6,178.2,178.2,-63.6,826.8,826.8
62.5,338.0,338.0,-180.8,479.6,479.6
232.7,448.8,448.8,-263.2,343.8,343.8
276.9,475.2,475.2,-289.1,259.2,259.2
275.0,480.9,480.9,-294.0,353.0,353.0
242.8,473.4,473.4,-284.4,437.9,437.9
287.8,482.0,482.0,-302.2,486.7,486.7
303.6,482.3,482.3,-308.1,527.2,527.2
261.1,437.8,437.8,-274.2,449.0,449.0
221.5,428.9,428.9,-259.1,443.6,443.6
205.8,361.8,361.8,-221.0,307.2,307.2
132.5,244.9,244.9,-142.7,248.1,248.1
168.6,307.7,307.7,-185.4,258.9,258.9
131.8,365.8,365.8,-202.0,301.7,301.7
155.4,416.5,416.5,-235.0,433.8,433.8
219.3,467.2,467.2,-282.4,671.2,671.2
256.7,502.7,502.7,-312.6,805.7,805.7
196.3,463.1,463.1,-295.7,940.6,940.6
110.3,432.8,432.8,-258.5,940.9,940.9
127.1,443.2,443.2,-269.7,1005.9,1005.9
109.2,437.0,437.0,-262.9,1026.0,1026.0
145.9,435.2,435.2,-281.8,1209.0,1209.0
133.1,434.0,434.0,-266.5,978.9,978.9
-11.2,306.7,306.7,-185.5,1059.3,1059.3
181.9,380.3,380.3,-254.0,745.1,745.1
192.6,413.2,413.2,-258.0,465.7,465.7
223.4,438.3,438.3,-276.7,436.8,436.8
269.3,456.6,456.6,-298.4,467.3,467.3
237.0,440.1,440.1,-279.9,392.2,392.2
245.1,442.1,442.1,-282.6,379.8,379.8
186.7,416.2,416.2,-252.5,301.2,301.2
181.5,415.0,415.0,-250.9,311.2,311.2
81.0,375.1,375.1,-203.3,245.3,245.3
-8.5,327.0,327.0,-163.0,305.1,305.1
-297.8,151.3,151.3,-34.0,641.9,641.9
-249.3,195.2,195.2,-60.7,619.1,619.1
-385.1,130.2,130.2,7.2,510.1,510.1
-339.2,160.2,160.2,-4.6,397.8,397.8
-156.5,236.6,236.6,-93.2,392.2,392.2
30.4,340.4,340.4,-172.2,188.1,188.1
170.2,349.9,349.9,-220.3,290.9,290.9
42.2,233.2,233.2,-144.5,438.7,438.7
-78.1,182.5,182.5,-84.8,338.7,338.7
-24.4,185.8,185.8,-102.2,370.8,370.8
37.0,199.1,199.1,-127.2,431.3,431.3
-31.7,141.6,141.6,-87.0,440.0,440.0
-138.3,49.0,49.0,-27.6,520.3,520.3
26.3,55.6,55.6,-71.5,366.3,366.3
48.5,49.3,49.3,-85.2,467.7,467.7
17.7,48.4,48.4,-82.8,421.6,421.6
473.3,342.7,342.7,-303.8,81.9,81.9
541.4,402.6,402.6,-335.1,91.9,91.9
494.1,412.0,412.0,-327.2,32.3,32.3
524.4,474.2,474.2,-361.5,128.6,128.6
511.4,466.2,466.2,-353.2,92.3,92.3
545.5,436.8,436.8,-346.6,-9.3,-9.3
554.6,404.1,404.1,-331.9,-102.9,-102.9
311.9,307.8,307.8,-231.0,-45.8,-45.8
193.2,247.7,247.7,-167.0,-192.8,-192.8
-49.4,122.5,122.5,-64.6,69.6,69.6
95.2,175.4,175.4,-116.7,-90.2,-90.2
199.9,219.7,219.7,-153.8,-280.6,-280.6
227.1,250.0,250.0,-173.9,-179.3,-179.3
-124.4,122.0,122.0,-43.1,164.6,164.6
-18.3,254.6,254.6,-110.2,-101.4,-101.4
-297.1,120.1,120.1,9.0,284.1,284.1
-385.4,36.5,36.5,45.0,695.0,695.0
-214.2,112.6,112.6,-29.2,665.5,665.5
-63.6,255.4,255.4,-116.3,517.0,517.0
-89.1,313.0,313.0,-135.6,646.4,646.4
-10.9,351.9,351.9,-177.5,763.3,763.3
-173.6,245.8,245.8,-97.2,817.3,817.3
-1.0,341.8,341.8,-160.3,352.4,352.4
148.9,393.1,393.1,-223.9,329.6,329.6
236.3,425.7,425.7,-263.3,356.6,356.6
348.5,470.6,470.6,-316.7,434.1,434.1
379.6,484.7,484.7,-333.0,480.7,480.7
451.0,523.3,523.3,-375.9,677.6,677.6
454.5,528.1,528.1,-380.6,729.1,729.1
357.2,487.5,487.5,-332.8,637.0,637.0
281.5,458.0,458.0,-297.6,596.7,596.7
201.6,422.6,422.6,-258.1,541.6,541.6
120.7,368.7,368.7,-208.6,436.7,436.7
63.1,320.5,320.5,-169.6,379.9,379.9
22.2,345.0,345.0,-170.9,438.0,438.0
-16.2,331.2,331.2,-149.1,276.2,276.2
-6.4,334.0,334.0,-152.7,266.3,266.3
27.3,356.5,356.5,-176.8,422.8,422.8
32.8,333.1,333.1,-192.5,871.1,871.1
221.2,510.7,510.7,-306.3,679.2,679.2
43.3,409.6,409.6,-237.9,1095.4,1095.4
212.0,521.8,521.8,-315.1,888.9,888.9
206.1,522.0,522.0,-314.6,922.1,922.1
167.4,509.5,509.5,-298.9,939.5,939.5
187.3,515.4,515.4,-308.1,974.8,974.8
86.2,442.8,442.8,-263.7,1156.0,1156.0
253.5,534.4,534.4,-331.9,872.2,872.2
341.8,562.6,562.6,-367.0,817.0,817.0
393.5,577.4,577.4,-386.3,766.1,766.1
404.6,584.3,584.3,-393.7,810.3,810.3
362.8,568.0,568.0,-374.2,786.8,786.8
351.1,564.7,564.7,-369.9,799.4,799.4
292.4,537.1,537.1,-338.3,698.6,698.6
337.4,552.3,552.3,-357.2,688.4,688.4
330.0,509.3,509.3,-330.8,515.3,515.3
324.6,449.7,449.7,-296.8,311.1,311.1
101.6,274.7,274.7,-177.9,468.7,468.7
128.7,283.3,283.3,-166.3,36.4,36.4
7.4,236.9,236.9,-113.2,3.1,3.1
57.0,256.1,256.1,-128.3,-143.1,-143.1
57.6,268.5,268.5,-123.3,-320.8,-320.8
-23.2,215.1,215.1,-98.0,30.8,30.8
-82.3,173.8,173.8,-83.9,396.0,396.0
-163.4,191.7,191.7,-71.7,544.6,544.6
-120.5,278.7,278.7,-117.4,602.3,602.3
-110.0,310.7,310.7,-126.1,507.8,507.8
40.1,380.0,380.0,-202.6,676.3,676.3
38.1,375.2,375.2,-199.7,668.0,668.0
95.2,404.3,404.3,-231.2,758.1,758.1
-60.7,297.5,297.5,-161.2,1009.1,1009.1
-102.6,265.6,265.6,-132.1,896.3,896.3
-159.0,205.7,205.7,-82.3,646.3,646.3
123.5,331.5,331.5,-194.3,348.7,348.7
222.3,380.9,380.9,-246.8,454.7,454.7
104.1,373.1,373.1,-210.4,452.0,452.0
99.0,396.6,396.6,-222.3,547.0,547.0
93.0,416.6,416.6,-232.8,655.4,655.4
41.3,403.9,403.9,-213.1,663.4,663.4
-7.4,398.7,398.7,-198.8,714.2,714.2
-16.9,398.7,398.7,-197.7,763.2,763.2
-57.9,367.9,367.9,-178.7,828.3,828.3
-114.2,334.1,334.1,-149.9,807.7,807.7
-182.2,291.0,291.0,-109.6,671.0,671.0
-98.0,316.9,316.9,-127.7,312.1,312.1
-35.1,318.0,318.0,-138.1,147.7,147.7
-68.5,284.2,284.2,-125.2,340.4,340.4
-195.9,222.6,222.6,-78.1,601.8,601.8
-149.6,262.7,262.7,-110.9,790.1,790.1
-56.6,327.5,327.5,-173.5,1054.9,1054.9
63.3,433.3,433.3,-234.3,847.5,847.5
-47.9,390.9,390.9,-183.2,800.2,800.2
-119.9,363.1,363.1,-150.0,765.5,765.5
-151.0,335.0,335.0,-134.0,806.5,806.5
-288.9,235.8,235.8,-59.1,750.7,750.7
-474.4,111.2,111.2,38.5,696.3,696.3
-99.4,325.4,325.4,-118.5,105.9,105.9
-44.3,341.8,341.8,-139.8,62.2,62.2
32.2,366.4,366.4,-171.7,57.9,57.9
127.6,375.6,375.6,-201.0,16.3,16.3
115.0,329.4,329.4,-172.6,-132.2,-132.2
151.4,356.7,356.7,-197.0,-58.1,-58.1
178.0,395.6,395.6,-226.2,93.4,93.4
97.6,378.5,378.5,-196.1,85.2,85.2
50.9,372.1,372.1,-181.2,114.9,114.9
-397.5,160.2,160.2,30.3,178.7,178.7
-400.7,149.2,149.2,34.3,209.9,209.9
-303.5,126.6,126.6,14.6,69.1,69.1
-229.5,113.7,113.7,2.9,109.0,109.0
81.4,265.1,265.1,-132.8,-48.7,-48.7
-55.5,172.5,172.5,-68.1,145.8,145.8
266.5,291.3,291.3,-201.1,-31.5,-31.5
70.5,151.6,151.6,-94.8,63.8,63.8
-106.6,63.1,63.1,-11.8,93.8,93.8
-146.4,52.2,52.2,4.8,84.4,84.4
-121.2,53.4,53.4,-3.0,91.7,91.7
-91.3,79.6,79.6,-24.9,159.6,159.6
67.9,169.3,169.3,-104.2,161.4,161.4
-247.6,-33.3,-33.3,53.4,381.1,381.1
-60.9,43.0,43.0,-34.1,444.5,444.5
481.4,346.6,346.6,-289.8,78.9,78.9
542.1,379.5,379.5,-315.3,65.8,65.8
484.6,390.7,390.7,-305.9,-31.8,-31.8
382.0,384.5,384.5,-274.8,-27.0,-27.0
326.5,415.2,415.2,-274.2,98.8,98.8
288.8,411.4,411.4,-261.9,92.5,92.5
245.6,361.6,361.6,-223.9,-40.2,-40.2
307.3,369.4,369.4,-245.4,-9.9,-9.9
1.2,231.5,231.5,-104.4,95.4,95.4
-217.8,152.4,152.4,-18.8,216.1,216.1
-493.0,25.0,25.0,91.8,522.6,522.6
-515.8,-15.8,-15.8,119.2,418.5,418.5
-337.7,85.5,85.5,37.0,286.4,286.4
-340.7,102.7,102.7,29.2,324.8,324.8
-359.3,60.7,60.7,44.3,465.8,465.8
-240.7,96.2,96.2,13.5,177.2,177.2
-163.2,115.5,115.5,-9.7,-38.9,-38.9
-52.7,187.7,187.7,-60.8,-140.2,-140.2
-153.4,102.1,102.1,-3.0,-83.5,-83.5
-34.3,143.1,143.1,-60.0,73.5,73.5
-219.2,62.1,62.1,2.6,444.6,444.6
-303.2,78.3,78.3,13.8,552.6,552.6
-428.8,59.3,59.3,62.3,524.7,524.7
-202.6,158.5,158.5,-47.8,499.2,499.2
-62.3,233.2,233.2,-92.5,180.8,180.8
248.1,382.0,382.0,-238.6,227.5,227.5
381.0,453.6,453.6,-298.9,-9.9,-9.9
461.0,503.3,503.3,-347.3,127.5,127.5
386.3,473.2,473.2,-311.3,65.5,65.5
511.1,477.4,477.4,-347.0,37.9,37.9
478.6,485.7,485.7,-343.4,93.1,93.1
440.5,492.7,492.7,-337.6,150.1,150.1
339.6,472.1,472.1,-300.4,147.4,147.4
-61.7,293.9,293.9,-127.4,288.0,288.0
-74.6,301.3,301.3,-126.6,320.4,320.4
-41.0,309.9,309.9,-134.8,232.7,232.7
-131.6,241.5,241.5,-77.6,83.9,83.9
-30.6,232.4,232.4,-96.0,103.5,103.5
79.4,221.9,221.9,-118.8,57.2,57.2
203.9,245.5,245.5,-163.0,88.8,88.8
97.2,235.3,235.3,-143.4,211.1,211.1
138.6,274.9,274.9,-173.8,165.9,165.9
52.9,241.0,241.0,-148.3,394.3,394.3
-96.2,176.7,176.7,-84.2,434.4,434.4
-110.0,151.7,151.7,-68.6,390.2,390.2
-127.4,86.9,86.9,-58.7,738.8,738.8
-259.1,31.6,31.6,10.1,635.7,635.7
-331.6,7.0,7.0,48.2,407.8,407.8
-245.7,74.6,74.6,2.6,223.2,223.2
-159.6,112.1,112.1,-39.9,289.1,289.1
-129.3,96.8,96.8,-39.9,233.9,233.9
243.9,287.1,287.1,-196.3,-302.0,-302.0
240.3,271.6,271.6,-187.7,-325.7,-325.7
257.3,249.8,249.8,-180.4,-405.1,-405.1
29.3,121.8,121.8,-97.0,3.5,3.5
-167.9,-12.9,-12.9,2.6,124.4,124.4
-225.6,-36.4,-36.4,30.3,81.9,81.9
-298.1,-56.8,-56.8,61.0,39.2,39.2
-320.8,-68.5,-68.5,76.8,201.0,201.0
-412.8,-110.3,-110.3,123.7,105.4,105.4
-365.7,-112.9,-112.9,113.9,39.2,39.2
-276.2,-86.7,-86.7,75.5,100.4,100.4
-270.6,-67.2,-67.2,67.2,197.4,197.4
-189.7,2.2,2.2,24.5,108.6,108.6
-137.7,24.1,24.1,12.7,16.2,16.2
-236.0,11.5,11.5,43.6,79.5,79.5
-229.6,51.1,51.1,31.4,34.0,34.0
-175.1,100.2,100.2,-10.5,200.9,200.9
-184.9,131.5,131.5,-24.7,303.7,303.7
-204.9,174.7,174.7,-41.9,424.2,424.2
-180.6,220.5,220.5,-70.1,466.7,466.7
-49.8,292.8,292.8,-142.1,587.9,587.9
29.6,326.1,326.1,-177.8,557.8,557.8
81.6,347.2,347.2,-201.7,563.3,563.3
96.8,353.4,353.4,-208.8,566.7,566.7
127.9,350.1,350.1,-214.6,521.3,521.3
154.1,325.1,325.1,-208.3,438.1,438.1
184.3,307.7,307.7,-207.3,382.2,382.2
158.2,310.7,310.7,-202.7,423.3,423.3
30.5,280.3,280.3,-159.7,530.1,530.1
29.7,302.6,302.6,-166.2,515.7,515.7
-54.9,293.7,293.7,-139.3,533.3,533.3
-135.6,279.3,279.3,-112.3,588.6,588.6
-178.9,255.0,255.0,-87.6,526.3,526.3
-122.1,260.4,260.4,-103.8,462.0,462.0
-60.6,250.7,250.7,-113.7,366.8,366.8
-49.0,225.6,225.6,-105.2,345.4,345.4
-20.0,226.0,226.0,-115.4,389.0,389.0
-45.0,233.8,233.8,-119.1,555.5,555.5
-68.1,205.9,205.9,-100.2,550.5,550.5
-56.3,195.4,195.4,-99.0,553.8,553.8
-52.1,172.6,172.6,-88.3,496.1,496.1
-30.0,129.1,129.1,-71.4,368.2,368.2
-93.4,48.3,48.3,-20.4,306.9,306.9
-113.5,3.6,3.6,9.6,140.1,140.1
-99.5,-2.3,-2.3,7.6,123.8,123.8
-41.0,-14.5,-14.5,-13.0,244.8,244.8
160.2,101.9,101.9,-99.6,-43.7,-43.7
128.4,103.3,103.3,-90.8,-60.7,-60.7
102.3,97.8,97.8,-80.9,-68.5,-68.5
85.9,96.5,96.5,-76.1,-56.6,-56.6
63.6,87.2,87.2,-65.7,-59.6,-59.6
-60.8,31.3,31.3,-14.9,46.9,46.9
-170.1,-30.1,-30.1,28.6,252.5,252.5
-226.7,-45.9,-45.9,52.3,217.7,217.7
-236.3,-22.0,-22.0,42.8,272.5,272.5
-306.4,-41.6,-41.6,72.5,220.6,220.6
-368.9,-49.5,-49.5,93.6,212.8,212.8
-150.7,95.7,95.7,-17.2,103.0,103.0
79.0,283.1,283.1,-149.7,64.5,64.5
-83.3,254.3,254.3,-112.2,454.0,454.0
-137.3,266.0,266.0,-111.8,691.7,691.7
-128.7,284.5,284.5,-124.7,800.6,800.6
-122.8,283.4,283.4,-130.0,901.4,901.4
-95.7,292.9,292.9,-143.6,962.0,962.0
-69.2,288.0,288.0,-148.4,950.3,950.3
38.7,340.5,340.5,-190.7,804.5,804.5
131.4,369.0,369.0,-215.6,574.4,574.4
123.5,383.1,383.1,-220.9,617.2,617.2
48.8,395.9,395.9,-208.2,697.7,697.7
43.4,402.4,402.4,-208.8,673.2,673.2
126.2,430.0,430.0,-240.7,567.5,567.5
156.0,442.4,442.4,-255.3,595.3,595.3
176.7,451.3,451.3,-265.8,619.8,619.8
207.2,464.6,464.6,-281.2,656.0,656.0
202.5,462.5,462.5,-278.8,650.4,650.4
159.0,443.7,443.7,-256.9,598.9,598.9
53.5,412.7,412.7,-216.7,689.9,689.9
27.0,418.0,418.0,-218.4,905.3,905.3
17.3,412.2,412.2,-212.0,869.9,869.9
-9.1,385.3,385.3,-196.0,883.7,883.7
-65.2,353.1,353.1,-170.9,919.0,919.0
-168.6,281.7,281.7,-116.3,895.8,895.8
-223.8,247.9,247.9,-79.5,685.6,685.6
-209.4,247.4,247.4,-83.3,682.5,682.5
-169.5,258.8,258.8,-102.1,771.6,771.6
-111.1,216.3,216.3,-90.3,684.9,684.9
-44.7,200.1,200.1,-101.4,674.2,674.2
-30.6,196.3,196.3,-103.8,679.7,679.7
-16.7,214.2,214.2,-117.6,745.9,745.9
-31.5,242.2,242.2,-128.8,842.6,842.6
-37.3,266.1,266.1,-140.1,918.8,918.8
-20.1,273.2,273.2,-147.7,911.4,911.4
93.7,314.6,314.6,-199.2,981.8,981.8
248.5,410.6,410.6,-261.8,638.8,638.8
370.6,457.1,457.1,-318.1,699.8,699.8
465.2,478.9,478.9,-354.3,710.5,710.5
480.5,472.3,472.3,-354.4,671.4,671.4
533.2,503.4,503.4,-385.5,760.1,760.1
497.1,445.6,445.6,-344.8,591.0,591.0
492.1,412.4,412.4,-326.1,503.8,503.8
462.8,324.1,324.1,-271.2,247.7,247.7
254.6,148.1,148.1,-150.2,301.9,301.9
270.7,123.2,123.2,-139.2,157.0,157.0
219.0,103.9,103.9,-113.7,71.2,71.2
334.8,165.7,165.7,-160.9,58.7,58.7
201.6,75.0,75.0,-102.7,282.8,282.8
146.5,37.3,37.3,-76.0,322.6,322.6
439.7,221.9,221.9,-205.3,-128.1,-128.1
364.2,184.5,184.5,-175.6,-80.7,-80.7
2.3,-68.6,-68.6,25.2,61.8,61.8
-102.9,-118.6,-118.6,62.8,287.5,287.5
-103.8,-98.7,-98.7,51.5,375.8,375.8
-62.2,-16.6,-16.6,18.2,209.4,209.4
-93.5,4.2,4.2,24.1,115.7,115.7
-170.8,-43.0,-43.0,41.4,514.1,514.1
-231.4,-51.5,-51.5,66.2,530.1,530.1
-258.1,-71.4,-71.4,88.7,326.5,326.5
90.8,82.4,82.4,-53.7,17.1,17.1
130.9,64.9,64.9,-59.0,-54.1,-54.1
284.9,129.8,129.8,-118.4,-211.0,-211.0
362.5,179.6,179.6,-152.7,-328.3,-328.3
